Autores,Nombre_Publicacion,Año_pub_edicion,Año_original,Desfasaje,Confianza,Nota
sheper hughes nancy,antropología del desarrollo. teorías y estudios demográficos en américa latina,1998,1992.0,6.0,alta,"El capítulo ""Demografía sin números. El contexto económico y cultural de la mortalidad infantil en Brasil"" es parte del libro ""Death Without Weeping: The Violence of Everyday Life in Brazil"" de Nancy "
sirimarco mariana,revista de antropología social,2017,2017.0,0.0,alta,"El artículo ""La construcción de lo indecible: chisme, dato y etnografía en un contexto policial argentino"" de Mariana Sirimarco fue publicado en la Revista de Antropología Social, volumen 26, número 1"
sisto davide,nc,2021,2018.0,3.0,alta,"La obra ""Posteridades digitales. Inmortalidad, memoria y luto en la era de internet"" de Davide Sisto fue publicada originalmente en italiano en 2018. La edición en inglés, titulada ""Online Afterlives:"
arendt hannah,entre el pasado y el futuro. ocho ejercicios sobre la reflexión política,2003,1961.0,42.0,alta,"La obra ""Between Past and Future"" de Hannah Arendt se publicó originalmente en inglés en 1961 por The Viking Press en Estados Unidos."
arendt hannah,la condición humana,1998,1958.0,40.0,alta,"La obra ""La condición humana"" de Hannah Arendt fue publicada originalmente en inglés en 1958 por la University of Chicago Press."
arendt hannah,los orígenes del totalitarismo,2006,1951.0,55.0,alta,"La obra ""The Origins of Totalitarianism"" de Hannah Arendt fue publicada originalmente en inglés en 1951 por Harcourt, Brace and Company en Nueva York. El capítulo 13, ""Ideology and Terror: A Novel For"
arendt hannah,¿qué es la política?,1997,1993.0,4.0,alta,"""Qué es la política?"" de Hannah Arendt es una compilación póstuma de manuscritos que Arendt había preparado para un proyecto de libro titulado ""Introducción a la política"". Fue publicado por primera v"
"arias cora, diana menéndez nicolás, haidar julieta",pilquen sección ciencias sociales,2019,2020.0,-1.0,alta,"El artículo fue publicado en la Revista Pilquen, Sección Ciencias Sociales, Vol. 23, Número 4, en el año 2020."
arias valencia maria mercedes,revista de ciencias sociales,1999,1999.0,0.0,alta,"El artículo ""La triangulación metodológica: sus principios, alcances y limitaciones"" de María Mercedes Arias Valencia fue publicado en la Revista de Ciencias Sociales en 1999."
arnold denise,textos antropológicos,2016,2016.0,0.0,alta,"El capítulo ""Más allá de lo andino: repensando tiwanaku desde las tierras bajas"" de Denise Arnold fue publicado en la revista ""Textos Antropológicos"", Volumen 17, Número 1, en 2016."
arnoux elvira,el discurso latinoamericanista de hugo chávez,2008,2008.0,0.0,alta,"La edición que tienes registrada (2008, Editorial Biblos) es la primera edición original de la obra."
arnoux elvira,nc,2006,2006.0,0.0,alta,La edición de 2006 de Santiago Arcos es la primera edición original de la obra.
"arnoux elvira, di stefano mariana",discursividades políticas: en torno de los peronismos,2017,2017.0,0.0,alta,"La obra ""Discursividades políticas: en torno de los peronismos"" es una compilación editada por Elvira Arnoux y Mariana di Stefano, publicada por Editorial Cabiria en 2017."
smith adam,una investigación sobre la naturaleza y las causas de la riqueza de las naciones,1996,1776.0,220.0,alta,"""Una investigación sobre la naturaleza y las causas de la riqueza de las naciones"" de Adam Smith se publicó originalmente el 9 de marzo de 1776 en inglés."
smith andrea,hemos decidido dejar de ignorar ese hecho,2017,2006.0,11.0,alta,"El capítulo ""Heteropatriarcado y los tres pilares de la supremacía blanca: repensando la organización de las mujeres de color"" de Andrea Smith fue publicado originalmente en inglés en 2006 como parte "
smith neil,la nueva frontera urbana. ciudad revanchista y gentrificación,2012,1996.0,16.0,alta,"La obra ""The New Urban Frontier: Gentrification and the Revanchist City"" de Neil Smith fue publicada originalmente en inglés en 1996 por Routledge."
smulovitz catalina,desarrollo económico,1991,1991.0,0.0,alta,"El artículo ""En búsqueda de la fórmula perdida: Argentina, 1955-1966"" de Catalina Smulovitz fue publicado en la revista ""Desarrollo Económico"", vol. 31, no. 121, en abril-junio de 1991."
sojo carlos,revista de la cepal,2002,2002.0,0.0,alta,"El artículo ""La noción de ciudadanía en el debate latinoamericano"" de Carlos Sojo fue publicado en la Revista de la CEPAL, número 76, en abril de 2002."
sontag susan,la noche del mundo,2017,1975.0,42.0,alta,"El ensayo ""Fascinating Fascism"" de Susan Sontag fue publicado originalmente en *The New York Review of Books* el 6 de febrero de 1975. Posteriormente fue incluido en su colección de ensayos *Under the"
srnicek nick,capitalismo de plataformas,2018,2017.0,1.0,alta,"La primera edición de ""Platform Capitalism"" de Nick Srnicek fue publicada en inglés por Polity Press en 2017."
srnicek nick,nc,2018,2017.0,1.0,alta,"La primera publicación original de ""Platform Capitalism"" de Nick Srnicek fue en 2017 por Polity Press."
shore cris,etnografías contemporáneas,2009,2002.0,7.0,alta,"El capítulo ""Hacia una antropología de las élites"" de Cris Shore, publicado en ""Etnografías Contemporáneas"" en 2009, es una traducción de ""Towards an anthropology of elites"", que fue publicado origina"
sidicaro ricardo,peronismo y menemismo,1995,1995.0,0.0,alta,"El capítulo ""Poder político, liberalismo económico y sectores populares en la Argentina 1989-1995"" de Ricardo Sidicaro fue publicado originalmente en la compilación ""Peronismo y menemismo. Avatares de"
sidicaro ricardo,revista sociedad,1992,1992.0,0.0,alta,"El artículo ""Las sociologías después de Parsons"" de Ricardo Sidicaro fue publicado en la Revista Sociedad, N°1, en octubre de 1992."
sidorova ksenia,alteridades,2000,2000.0,0.0,alta,"El artículo ""Lenguaje ritual. Los usos de la comunicación verbal en los contextos rituales y ceremoniales"" de Ksenia Sidorova fue publicado originalmente en la revista Alteridades, volumen 10, número "
silla rolando,apuntes de investigación del cecyp,2016,2016.0,0.0,alta,"El artículo ""Natural, sobrenatural, cultural. Herramientas para intentar comprender a una cordillera celosa"" de Rolando Silla fue publicado en el número 27 de la revista ""Apuntes de Investigación del "
silva olazábal pablo,conversaciones con mario levrero,2013,2008.0,5.0,alta,"La primera edición de ""Conversaciones con Mario Levrero"" de Pablo Silva Olazábal fue publicada en 2008 por Ediciones Trilce en Uruguay."
stagnaro alejandrina,alteridades,1993,1993.0,0.0,alta,"El artículo ""La antropología en la comunidad científica: entre el origen del hombre y la caza de cráneos-trofeo (1870-1910)"" de Adriana Alejandrina Stagnaro fue publicado en la revista Alteridades, vo"
steiner philippe,la sociología de durkheim,2003,1994.0,9.0,alta,"La primera publicación de ""La sociología de Durkheim"" de Philippe Steiner fue en 1994 en francés."
stewart julien,antropología. lecturas,1993,1955.0,38.0,alta,"El capítulo ""El concepto y el método de la ecología cultural"" de Julian Steward fue publicado originalmente en su obra *Theory of Culture Change: The Methodology of Multilinear Evolution* en 1955."
stolcke verena,conferências e diálogos: saberes e práticas antropológicas - 25a reunião brasileira de antropologia,2006,2007.0,-1.0,alta,"El capítulo ""Gênero mundo novo: interseções. A formação dos impérios transatlânticos do século XVI ao XIX"" de Verena Stolcke fue publicado en la compilación ""Conferências e diálogos: saberes e prática"
stolcke verena,cuadernos de pesquisa,2014,2010.0,4.0,alta,"El artículo ""¿Qué tiene que ver el género con el parentesco?"" de Verena Stolcke fue publicado originalmente en 2010 en una compilación titulada ""Procreación, crianza y género. Aproximaciones antropoló"
stolcke verena,política y cultura,2000,2000.0,0.0,alta,"El artículo ""¿Es el sexo para el género como la raza para la etnicidad... y la naturaleza para la sociedad?"" de Verena Stolcke fue publicado originalmente en el número 14 de la revista ""Política y Cul"
stolcke verena,racismo y sexualidad en la cuba colonial. intersecciones,2017,1974.0,43.0,alta,"La obra ""Racismo y sexualidad en la Cuba colonial"" de Verena Stolcke es la traducción al español de su tesis doctoral publicada originalmente en inglés en 1974 bajo el título ""Marriage, Class and Colo"
stolcke verena,revista de antropología,2001,2001.0,0.0,alta,"El artículo ""Gloria o maldición del individualismo moderno según Louis Dumont"" de Verena Stolcke fue publicado originalmente en la Revista de Antropología, vol. 44, n.2, en 2001."
"stolcke verena, ventura montserrat",íconos,2011,2011.0,0.0,alta,"El artículo ""Un diálogo con Verena Stolcke. La naturaleza y la cultura no son los extremos de un continuum"" de Montserrat Ventura fue publicado en la revista Íconos, número 40, en mayo de 2011."
suriano juan,anuario,1990,1989.0,1.0,alta,"El artículo ""El estado argentino frente a los trabajadores urbanos: política social y represión, 1880-1916"" de Juan Suriano fue publicado en el Anuario 14, 2da. Época, Rosario, en 1989-1990."
svampa maristella,desde abajo. la transformación de las identidades sociales,2000,2000.0,0.0,alta,"La obra ""Desde abajo. La transformación de las identidades sociales"" de Maristella Svampa, que incluye el capítulo ""Identidades astilladas. De la patria metalúrgica al heavy metal"", fue publicada orig"
skeggs beverly,"mujeres respetables.clase y género
en los sectores populares",2019,1997.0,22.0,alta,"La obra ""Mujeres respetables. Clase y género en los sectores populares"" de Beverly Skeggs es la traducción al español de ""Formations of Class & Gender: Becoming Respectable"", publicada originalmente e"
skinner quentin,el nacimiento del estado,2003,2002.0,1.0,alta,"""El nacimiento del estado"" de Quentin Skinner es una traducción al español de artículos incluidos en la obra original en inglés ""Visions of Politics"", publicada en tres volúmenes en 2002."
slimovich ana,los pueblos de la democracia. política y medios en el siglo xxi,2018,2018.0,0.0,alta,"El capítulo ""La mediatización contemporánea de lo político. Los discursos presidenciales en las redes sociales y la reacción ciudadana argentina"" de Ana Slimovich fue publicado en la obra ""Los pueblos"
slyomovics susan,"nakba. palestina, 1948, y los reclamos de la memoria",2017,2007.0,10.0,alta,"La obra ""Nakba: Palestine, 1948, and the Claims of Memory"" es una compilación editada por Ahmad H. Sa'di y Lila Abu-Lughod, y fue publicada originalmente en abril de 2007 por Columbia University Press"
smith adam,nc,1999,1776.0,223.0,alta,"""La obra de Adam Smith, 'An Inquiry into the Nature and Causes of the Wealth of Nations', se publicó originalmente el 9 de marzo de 1776 en inglés."""
"arcidiácono pilar, perelmiter luisina","de bobo, nada. cómo funciona la anses y por qué pone en cuestión los mitos contra el estado",2024,2024.0,0.0,alta,"Múltiples fuentes, incluyendo la editorial Siglo XXI Editores, indican que la fecha de edición de ""De bobo, nada"" es 2024."
ardevol elisenda,revista de dialectología y tradiciones populares del csic,1998,1998.0,0.0,alta,"El artículo ""Por una antropología de la mirada: etnografía, representación y construcción de datos audiovisuales"" de Elisenda Ardèvol fue publicado en la Revista de Dialectología y Tradiciones Popular"
arendt hannah,de la historia a la acción,1995,1987.0,8.0,alta,"El capítulo ""Labor, trabajo, acción. una conferencia"" fue publicado originalmente en inglés como ""Labor, Work, Action"" en 1987, dentro de la compilación ""Amor Mundi: Explorations in the Faith and Thou"
svampa maristella,"el desarrollo en disputa. actores, conflictos y modelos de desarrollo en la ungs",2015,2015.0,0.0,alta,"La obra ""El desarrollo en disputa. Actores, conflictos y modelos de desarrollo en la UNGS"" de Maristella Svampa fue publicada originalmente en 2015 por la Universidad Nacional de General Sarmiento."
svampa maristella,punto de vista,2000,2000.0,0.0,alta,"El artículo ""Clases medias, cuestión social y nuevos marcos de sociabilidad"" de Maristella Svampa fue publicado en la revista Punto de Vista, número 67, en agosto de 2000."
svampa maristella,sociedad y sociabilidad en la argentina de los ‘90,2002,2002.0,0.0,alta,"El capítulo ""Las nuevas urbanizaciones privadas. Sociabilidad y socialización: la integración social 'hacia arriba'"" de Maristella Svampa fue publicado originalmente en la compilación ""Sociedad y soci"
"svampa maristella, viale enrique",perfiles económicos,2017,2017.0,0.0,alta,"El artículo ""Continuidad y radicalización del neoextractivismo en Argentina"" de Maristella Svampa y Enrique Viale fue publicado en la revista ""Perfiles Económicos"", número 3, en 2017."
swift adam,¿qué es y para qué sirve la filosofía política? guía para estudiantes y políticos,2019,2000.0,19.0,alta,"La obra de Adam Swift ""Political Philosophy: A Beginners' Guide for Students and Politicians"" se publicó originalmente en inglés en el año 2000. La edición en español ""Qué es y para qué sirve la filos"
sztulwark sebastián,nc,2005,2003.0,2.0,alta,"Múltiples fuentes citan una edición de 2003 de la Universidad Nacional de General Sarmiento, anterior a la edición de 2005 que se tiene registrada."
"sztutman renato, tosta matarezio edson",ponto urbe,2015,2015.0,0.0,alta,"El capítulo/artículo ""Sobre Lévi-Strauss e filosofías indígenas: entrevista com Renato Sztutman"" fue publicado en el volumen 16 de la revista ""Ponto Urbe"" en 2015. La revista ""Ponto Urbe"" se publica i"
sánchez maría,estudios sociológicos de el colegio de méxico,2024,2024.0,0.0,alta,"El artículo ""Cuando las inversiones se popularizan. Finanzas digitales e inversores amateurs en Argentina"" de María Sánchez fue publicado en la revista ""Estudios Sociológicos de El Colegio de México"" "
sánchez vizcaíno gonzalo,"técnicas de análisis de datos en
investigación de mercados",2000,2000.0,0.0,alta,"El capítulo ""Regresión logística"" de Gonzalo Sánchez Vizcaíno forma parte de la obra ""Técnicas de análisis de datos en investigación de mercados"", coordinada por Teodoro Luque Martínez, publicada por "
sófocles,nc,2006,,,alta,"La tragedia ""Edipo Rey"" de Sófocles fue escrita aproximadamente en los años posteriores al 430 a.C. y se representó por primera vez alrededor del 429 a.C."
tapia patricio,la nación,2008,2008.0,0.0,alta,"El artículo ""Lévi-Strauss visto por Augé"" de Patricio Tapia fue publicado en el diario La Nación el 15 de noviembre de 2008."
tarde gabriel,"creencias, deseos, sociedades",2011,1898.0,113.0,alta,"El capítulo ""El público y la multitud"" fue publicado originalmente como artículo en la revista La Revue de Paris en 1898 bajo el título ""Le Public et la Foule"". Posteriormente, fue reeditado en la obr"
tarde gabriel,las leyes sociales,2013,1898.0,115.0,alta,"""Les lois sociales: esquisse d'une sociologie"" de Gabriel Tarde fue publicado originalmente en francés en 1898 por F. Alcan en París."
"tilly charles, wood lesley","los movimientos sociales, 1768 - 2008: desde sus orígenes a facebook",2010,2010.0,0.0,alta,"La edición que tengo registrada (2010) es la primera publicación original de la obra en español, y el prefacio de la edición en español de 2010 menciona ser el ""Prefacio a la primera edición""."
tola florencia,anthropologica,2020,2020.0,0.0,alta,"El artículo ""Ejercicios comparativos sobre la “locura” en el Chaco argentino"" de Florencia Tola fue publicado en la revista Anthropologica en el año 2020, volumen 38."
tola florencia,claude lévi-strauss y el pensamiento salvaje,2022,2022.0,0.0,alta,"El capítulo ""La potencia del cuerpo desmembrado. El mito chaqueño hoy"" de Florencia Tola forma parte del libro ""Claude Lévi-Strauss y El pensamiento salvaje: legado y vigencia para la antropología arg"
tola florencia,indiana,2012,2012.0,0.0,alta,"El artículo ""El cuerpo múltiple qom en un universo superpoblado"" de Florencia Tola fue publicado en la revista Indiana, volumen 29, en el año 2012."
tola florencia,journal des amèricanistes,2014,2014.0,0.0,alta,"El artículo ""Esposos y amantes consanguíneos entre los qom del Gran Chaco"" de Florencia Tola fue publicado en el ""Journal des Américanistes"" en 2014."
tola florencia,yo no estoy solo en mi cuerpo,2012,2012.0,0.0,alta,"La edición que tengo registrada (2012) es la primera publicación original de la obra ""Yo no estoy solo en mi cuerpo"" de Florencia Tola."
"ansaldi waldo, giordano verónica",américa latina. la construcción del orden. de la colonia a la disolución de la dominación oligárquica,2012,2012.0,0.0,alta,"La primera edición de ""América Latina. La construcción del orden"" de Ansaldi y Giordano fue publicada por Ariel en 2012."
appadurai arjun,la modernidad desbordada,2001,1996.0,5.0,alta,"La obra ""Modernity at Large: Cultural Dimensions of Globalization"" de Arjun Appadurai fue publicada originalmente en inglés en 1996 por University of Minnesota Press. La edición en español ""La moderni"
appadurai arjun,nc,1999,1999.0,0.0,alta,"El artículo ""La globalización y la imaginación en la investigación"" de Arjun Appadurai fue publicado originalmente en inglés en la International Social Science Journal, vol. 51, número 2, en junio de "
"appleyard dennis, field alfred",economía internacional,1995,1991.0,4.0,alta,"La primera edición de ""International Economics"" de Appleyard y Field fue publicada en 1991 por Richard D. Irwin, que luego se fusionó con McGraw-Hill."
aquim rosario,por una poética de la relación en los feminismos de color,2022,2022.0,0.0,alta,"""Silencio sólido"" de Aquim Rosario Chávez es un poema que forma parte de la compilación ""El amor como una poética de la relación: discusiones feministas y artivismos descoloniales"", publicada por CLAC"
arango joaquín,migración y desarrollo,2003,2003.0,0.0,alta,"El artículo ""La explicación teórica de las migraciones: luz y sombra"" de Joaquín Arango fue publicado originalmente en la revista ""Migración y Desarrollo"", número 1, en octubre de 2003."
arceo enrique,"el largo camino a la crisis. centro, periferia y transformaciones en la economía mundial",2011,2011.0,0.0,alta,"Múltiples fuentes indican que la primera publicación de ""El largo camino a la crisis. Centro, periferia y transformaciones en la economía mundial"" de Enrique Arceo fue en 2011 por la editorial Cara o "
archenti nélida,metodología de las ciencias sociales,2018,2007.0,11.0,alta,"La primera edición de ""Metodología de las Ciencias Sociales"" de Alberto Marradi, Nélida Archenti y Juan Ignacio Piovani fue publicada por Emecé Editores en abril de 2007."
"archenti nélida, piovani juan ignacio",metodología de las ciencias sociales,2018,2007.0,11.0,alta,"La primera edición de ""Metodología de las Ciencias Sociales"" de Marradi, Archenti y Piovani fue publicada por Emecé en 2007. La edición de Siglo XXI Editores de 2018 es una edición corregida y ampliad"
archetti eduardo,constructores de otredad. una introducción a la antropología social y cultural,2004,1989.0,15.0,alta,"La primera edición de ""Constructores de Otredad. Una introducción a la Antropología Social y Cultural"" fue publicada en septiembre de 1989 por Eudeba."
torre juan carlos,saap,2017,2017.0,0.0,alta,"El artículo ""Los huérfanos de la política de partidos revisited"" de Juan Carlos Torre fue publicado originalmente en la Revista SAAP, Vol. 11, Nº 2, en 2017. El propio autor menciona que este artículo"
"torre juan carlos, pastoriza elisa","los años peronistas, 1945-1955",2002,2002.0,0.0,alta,"La obra ""Los años peronistas (1945-1955)"" de Juan Carlos Torre (director) y Elisa Pastoriza (coautora del capítulo ""La democratización del bienestar"") fue publicada por Editorial Sudamericana en 2002 "
"torre juan carlos, pastoriza elisa",nueva historia argentina: los años peronistas,2001,2002.0,-1.0,alta,"El capítulo ""La democratización del bienestar"" de Juan Carlos Torre y Elisa Pastoriza fue publicado originalmente en el libro ""Nueva Historia Argentina: Los años peronistas (1943-1955)"", editado por J"
tortella gabriel,introducción a la economía para historiadores,1997,1986.0,11.0,alta,"Varias fuentes confirman que la primera edición de ""Introducción a la economía para historiadores"" de Gabriel Tortella fue publicada por Tecnos en 1986."
touraine alain,nc,2014,1997.0,17.0,alta,"La obra original de Alain Touraine, ""Pourrons-nous vivre ensemble? Égaux et différents"", fue publicada en francés por Fayard en 1997."
traverso enzo,a sangre y fuego: de la guerra civil europea (1914-1945),2009,2007.0,2.0,alta,"La edición original en francés se titula ""À feu et à sang"" y fue publicada en 2007."
"trebisacce catalina, varela cecilia",los feminismos en la encrucijada del punitivismo,2020,2020.0,0.0,alta,"El capítulo ""Los feminismos entre la política de cifras y la experticia en violencia de género"" de Trebisacce y Varela fue publicado en la obra ""Los feminismos en la encrucijada del punitivismo"" por E"
trouillot michael-rolph,transformaciones globales,2011,2003.0,8.0,alta,"La obra ""Transformaciones globales: la antropología y el mundo moderno"" de Michel-Rolph Trouillot fue publicada originalmente en inglés como ""Global Transformations: Anthropology and the Modern World"""
tarducci mónica,revista de estudios de género: la ventana,2013,2013.0,0.0,alta,"El artículo ""Adopción y parentesco desde la antropología feminista"" de Mónica Tarducci fue publicado en la Revista de Estudios de Género: La Ventana, volumen 4, número 37, en el año 2013."
tarrow sidney,"el poder en movimiento. los movimientos sociales, la acción colectiva y la política",1997,1994.0,3.0,alta,"La primera edición original en inglés de ""Power in Movement: Social Movements, Collective Action and Politics"" de Sidney Tarrow fue publicada el 29 de julio de 1994 por Cambridge University Press."
taylor frederick,la organización social del trabajo,1995,1911.0,84.0,alta,"La obra principal de Frederick Taylor sobre ""management científico"" es ""The Principles of Scientific Management"", publicada originalmente en inglés en 1911. La edición que tienes, ""La organización soc"
"thomas william, znaniecki florian",el campesino polaco en europa y en américa,2006,1918.0,88.0,alta,"La obra ""El campesino polaco en Europa y América"" de Thomas y Znaniecki se publicó originalmente en inglés en cinco volúmenes entre 1918 y 1920. Los volúmenes I y II se publicaron en 1918."
"thomas william, znaniecki florian",nc,2004,1918.0,86.0,alta,"La obra ""El campesino polaco en Europa y América"" fue publicada originalmente en inglés en cinco volúmenes entre 1918 y 1920. Los volúmenes I y II se publicaron en 1918, el volumen III en 1919 y los v"
thompson edward palmer,costumbres en común,1995,1991.0,4.0,alta,"""Customs in Common"" de E.P. Thompson fue publicado originalmente en 1991 por The Merlin Press en el Reino Unido y The New Press en Estados Unidos."
thompson edward palmer,la formación de la clase obrera en inglaterra,2002,1963.0,39.0,alta,"La obra ""La formación de la clase obrera en Inglaterra"" de E. P. Thompson fue publicada originalmente en inglés en 1963 por Victor Gollancz Ltd."
thévenot laurent,la acción en plural,2016,2006.0,10.0,alta,"La obra original de Laurent Thévenot, ""L'action au pluriel. Sociologie des régimes d'engagement"", fue publicada en francés en 2006 por Éditions La Découverte. La edición de Siglo XXI Editores de 2016 "
ullán de la rosa francisco,nc,2016,2016.0,0.0,alta,"Múltiples fuentes indican que la primera edición de ""Teorías sociológicas de los movimientos sociales"" de Francisco Ullán de la Rosa fue publicada en 2016 por la editorial Catarata."
unamuno virginia,lenguaje y educación,2016,2014.0,2.0,alta,"La primera edición de ""Lenguaje y educación"" de Virginia Unamuno fue publicada en marzo de 2014 por la Universidad Virtual de Quilmes como E-Book. La edición de 2016 de la Universidad Nacional de Quil"
uribe oyarbide jose maría,etnografías contemporáneas,2015,1999.0,16.0,alta,"El artículo ""Antropología aplicada: momentos de un debate recurrente"" de José María Uribe Oyarbide fue publicado originalmente en las Actas del VIII Congreso de Antropología en 1999."
urteaga eguzki,contrastes. revista internacional de filosofía,2009,2009.0,0.0,alta,"El artículo ""La teoría de sistemas de Niklas Luhmann"" de Eguzki Urteaga fue publicado en la revista ""Contrastes. Revista Internacional de Filosofía"", número 15, en 2009."
vallés josep,ciencia política. una introducción,2000,2000.0,0.0,alta,La edición que tengo registrada es la primera edición original en español.
van gennep arnold,los ritos de paso,2008,1909.0,99.0,alta,"La obra ""Los ritos de paso"" de Arnold van Gennep fue publicada originalmente en francés en 1909 bajo el título ""Les Rites de Passage""."
van leeuwen theo,nc,2008,2008.0,0.0,alta,"""Discourse and Practice: New Tools for Critical Discourse Analysis"" de Theo van Leeuwen fue publicado originalmente por Oxford University Press en 2008."
van maanen john,revista colombiana de sociología. nueva serie,1993,1988.0,5.0,alta,"El artículo ""Secrets of the Craft"" de John Van Maanen fue publicado originalmente en 1988 como parte del libro ""Qualitative Methodology"" editado por John Van Maanen."
varela francisco,el fenómeno de la vida,2000,2000.0,0.0,alta,"La primera edición de ""El Fenómeno de la Vida"" de Francisco Varela fue publicada en español en el año 2000 por Editorial Dolmen."
toniol rodrigo,"trayectos y vínculos de la investigación dialógica y transdisciplinaria. narrativas de una
experiencia",2015,2015.0,0.0,alta,"La obra ""Trayectos y vínculos de la Investigación Dialógica y Transdisciplinaria: narrativas de una experiencia"" fue publicada por primera vez en 2015 por la Universidad Nacional Autónoma de México, y"
toren christina,revista brasileira de ciências sociais,2012,2012.0,0.0,alta,"El artículo ""Antropologia e psicologia"" de Christina Toren fue publicado en la Revista Brasileira de Ciências Sociais en 2012, volumen 27, número 80, páginas 21-36."
torrado susana,el costo social del ajuste (argentina 1976-2002),2010,2010.0,0.0,alta,"La obra ""El costo social del ajuste (Argentina 1976-2002)"" de Susana Torrado, que incluye el capítulo ""Modelos de acumulación, regímenes de gobierno y estructura social"", fue publicada por primera vez"
torrado susana,nc,2000,2010.0,-10.0,alta,"La obra ""El costo social del ajuste (Argentina, 1976-2002)"" de Susana Torrado fue publicada por primera vez en 2010 por Edhasa."
torre juan carlos,desarrollo económico. revista de ciencias sociales,2003,2003.0,0.0,alta,"El artículo ""Los huérfanos de la política de partidos. Sobre los alcances y la naturaleza de la crisis de representación partidaria"" de Juan Carlos Torre fue publicado en la revista ""Desarrollo Económ"
torre juan carlos,ensayos sobre movimiento obrero y peronismo,2012,2012.0,0.0,alta,"La obra ""Ensayos sobre movimiento obrero y peronismo"" de Juan Carlos Torre fue publicada originalmente por Siglo XXI Editores en 2012."
torre juan carlos,nueva historia argentina: los años peronistas,2001,2002.0,-1.0,alta,"La edición que tengo registrada es de 2001, pero la primera publicación original de ""Nueva Historia Argentina: Los Años Peronistas"" de Juan Carlos Torre es de 2002."
velho gilberto,la utopía urbana,2020,1973.0,47.0,alta,"La obra ""A Utopia Urbana: um estudo de antropologia social"" de Gilberto Velho fue publicada originalmente en portugués en 1973 por la editorial Zahar en Río de Janeiro."
vernant jean-pierre,los orígenes del pensamiento griego,1992,1962.0,30.0,alta,"La obra ""Les Origines de la pensée grecque"" de Jean-Pierre Vernant fue publicada originalmente en francés en 1962 por Presses universitaires de France (PUF) en la colección ""Mythes et Religions""."
verschueren jeff,nc,2002,1999.0,3.0,alta,"La obra ""Para entender la pragmática"" de Jef Verschueren es la traducción al español de ""Understanding Pragmatics"", publicada originalmente en inglés en 1999 por Edward Arnold y Oxford University Pres"
vilar milagros,voces en conflicto. enunciación y teoría de la argumentación en la audiencia por la ley de medios,2019,2018.0,1.0,alta,"La obra ""Voces en conflicto. Enunciación y teoría de la argumentación en la audiencia por la ley de medios"" fue publicada por la Universidad Nacional de Moreno Editora en 2018. El capítulo ""Pragmática"
vilas carlos,desarrollo económico,1997,1997.0,0.0,alta,"El artículo ""De ambulancias, bomberos y policías: la política social del neoliberalismo"" de Carlos Vilas fue publicado originalmente en la revista Desarrollo Económico, Vol. 36, Nº 144, en enero-marzo"
villanueva liliana,las clases de hebe uhart,2015,2015.0,0.0,alta,"La edición de Blatt & Ríos de 2015 es la primera publicación original de ""Las clases de Hebe Uhart"" de Liliana Villanueva."
villar diego,"corpus, archivos virtuales de la alteridad americana",2015,2015.0,0.0,alta,"El artículo ""Cuatro destinos del guerrero: teorías de la guerra indígena en las tierras bajas sudamericanas"" de Diego Villar fue publicado en la revista Corpus 5-1 en junio de 2015."
villoro juan,safari occidental,2005,2005.0,0.0,alta,"""Safari accidental"" de Juan Villoro fue publicado originalmente en 2005 por la editorial Joaquín Mortiz/Planeta en México, D.F."
visacovsky sergio,antípoda. revista de antropología y arqueología,2017,2017.0,0.0,alta,"El artículo fue publicado en la revista Antípoda en 2017, y la fecha de recepción y aprobación indican que fue en 2016, lo que confirma que 2017 es la primera publicación."
visacovsky sergio,cuicuilco,2009,2009.0,0.0,alta,"El artículo fue publicado en la revista Cuicuilco, vol. 16, núm. 45, en 2009, y no se encontraron publicaciones anteriores del mismo artículo."
visacovsky sergio,publicar en antropología y ciencias sociales,2019,2019.0,0.0,alta,"El artículo ""Futuros en el presente. Los estudios antropológicos de las situaciones de incertidumbre y esperanza"" de Sergio Visacovsky fue publicado en la revista ""Publicar en Antropología y Ciencias "
vitar beatriz,memoria americana. cuadernos de etnohistoria,2004,2004.0,0.0,alta,"El artículo ""Jesuitas, mujeres y poder: el caso de las misiones de las fronteras del Chaco (siglo XVIII)"" de Beatriz Vitar fue publicado en el número 12 de la revista ""Memoria Americana. Cuadernos de "
vivaldi ana,quid,2019,2019.0,0.0,alta,"El artículo ""Indigeneidades urbanas: formaciones espacializadas de raza y experiencia Toba (Qom) en Buenos Aires"" de Ana Vivaldi fue publicado en la revista Quid 16, número 11, en 2019."
turner victor,la selva de los símbolos,1997,1967.0,30.0,alta,"""La selva de los símbolos"" de Victor Turner fue publicada originalmente en inglés en 1967 por Cornell University Press."
tusón valls amparo,nc,1997,1995.0,2.0,alta,"La edición original de ""Análisis de la conversación"" de Amparo Tusón Valls fue publicada en catalán en 1995 bajo el título ""Anàlisi de la conversa"" por la editorial Empúries. La edición en español de "
ullivarri maría,la nación trabajadora,2019,2021.0,-2.0,alta,"El artículo ""Pelear para vivir: el boxeo como trabajo"" de María Ullivarri fue publicado en ""La Nación Trabajadora"" en diciembre de 2021."
viveiros de castro eduardo,la inconstancia del alma salvaje,2018,2002.0,16.0,alta,"""La inconstancia del alma salvaje"" es una compilación de ensayos de Eduardo Viveiros de Castro, publicada originalmente en portugués en 2002 bajo el título ""A inconstância da alma selvagem e outros en"
