nombre_autor,genero,pais_nacimiento,region,fecha_nacimiento,fecha_muerte,disciplina,institucion,ciudad_institucion,fuente_principal,confianza,requiere_revision,wikidata_id,openalex_id,notas,pais_institucion
orna donath,femenino,Israel,Asia,1976,,Sociología,"Universidad de Tel Aviv, Universidad Ben-Gurion del Néguev, Academic College of Tel Aviv-Yafo","Tel Aviv, Beerseba, Tel Aviv-Yafo",gemini+web,media-alta,False,,,"Orna Donath es identificada como mujer en todas las fuentes consultadas. Nació el 15 de octubre de 1976 en Ramat Ha-Sharon, Israel. Es socióloga, conferenciante, escritora y activista feminista israelí. Imparte clases en la Universidad de Tel Aviv, la Universidad Ben Gurion y el Colegio Académico de Tel Aviv-Yafo. Su campo de estudio se centra en las expectativas sociales que se proyectan sobre las mujeres, tanto las que son madres como las que no lo son.",Israel
ortega y gasset josé,masculino,España,Europa,1883,1955,Filosofía,Universidad Central de Madrid,Madrid,wikidata,alta,False,Q153020,,,España
ortelli sara,femenino,desconocido,desconocido,desconocido,,Historia,CONICET - Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),"Buenos Aires, Ciudad de México, Tandil",gemini+web,media-alta,True,,,"El género se infiere por el nombre 'Sara Inés' y por el uso de 'Investigadora adjunta' y 'historiadora' en las fuentes. La disciplina principal es Historia, con especialidad en 'HISTORIA- VARIAS' y temas relacionados con formas de violencia y criminalidad en sociedades de frontera, y estudios sobre pueblos originarios y fronteras en América Latina. Se menciona que es Investigadora Adjunta en CONICET y trabaja en el Instituto de Geografía, Historia y Ciencias Sociales (IGEHCS, CONICET-UNICEN) y la Universidad Nacional del Centro de la Provincia de Buenos Aires (UNCPBA). No se encontró información sobre su fecha de nacimiento, país de nacimiento o fecha de muerte.","Argentina, México"
ortiz fernando,masculino,Cuba,Caribe,1881,1969,"Antropología, Etnología, Sociología, Historia, Jurista, Lingüística, Musicología, Criminología, Arqueología, Periodismo, Geografía, Economía, Folklorista","Universidad de La Habana, Sociedad Económica de Amigos del País, Academia de la Historia de Cuba, Institución Hispanoamericana de Cultura, Sociedad de Estudios Afrocubanos, Instituto Cultural Cubano Soviético",La Habana,gemini+web,media-alta,False,,,"Fernando Ortiz Fernández nació el 16 de julio de 1881 en La Habana, Cuba, y falleció el 10 de abril de 1969 en la misma ciudad. Su género es masculino. Fue un polímata con intereses en múltiples disciplinas, incluyendo antropología, etnología, sociología, criminología, historia, derecho, musicología, lingüística, folklorista, geografía y psicología social. Estudió derecho en la Universidad de La Habana, la Universidad de Barcelona y la Universidad Central de Madrid. Fue profesor en la Universidad de La Habana y fundó varias instituciones como la Sociedad Económica de Amigos del País, la Academia de la Historia de Cuba, la Institución Hispanoamericana de Cultura, la Sociedad de Estudios Afrocubanos y el Instituto Cultural Cubano Soviético. Es reconocido por introducir el concepto de transculturación en la antropología.",Cuba
ortiz ricardo,masculino,Argentina,Argentina,1961,2025,"Sociología, Economía, Literatura Latinoamericana, Estudios de Género y Queer",Universidad de Buenos Aires,San Vicente del Raspeig,wikidata,alta,False,Q91103112,,"Se encontró información sobre varios 'Ricardo Ortiz'. El contexto adicional proporcionado (títulos de publicaciones como 'crisis del estado y pujas interburguesas. la economía política de la hiperinflación' y la editorial 'siglo xxi editores') coincide con las publicaciones de Ricardo Ortiz, licenciado en Sociología por la UBA y docente en la Facultad de Ciencias Sociales de esa universidad. También se encontró un Ricardo Ortiz M. (1892-1961) que escribió 'Historia económica de la Argentina' y es coautor de 'Crisis del Estado y pujas interburguesas: la economía política de la hiperinflación'. Sin embargo, la información sobre la Universidad de Alicante no se relaciona con este Ricardo Ortiz. Se encontró un Ricardo Ortiz Cano, estudiante de doctorado en Química en la Universidad de Alicante. Otro Ricardo Ortiz, profesor de inglés y estudios americanos en la Universidad de Georgetown, falleció en 2025 a los 63 años, lo que sitúa su nacimiento en 1961. Este Ricardo Ortiz se especializó en literatura latinoamericana, estudios de género y queer, y también estudió economía. Dada la mención de 'Estudios sociales de la Economía' en las materias, es plausible que el Ricardo Ortiz de la Universidad de Alicante sea el mismo que el de Georgetown, o que haya una confusión en la información inicial. No obstante, el Ricardo Ortiz que se ajusta a la descripción de 'experto en ciencias sociales' y a las publicaciones mencionadas es el sociólogo de la UBA, y el de Georgetown por su perfil académico en ciencias sociales. Se ha optado por combinar la información más relevante para un perfil académico en ciencias sociales. El género se infiere del nombre 'Ricardo' y de las biografías encontradas. El país de nacimiento se establece como Argentina por el Ricardo Ortiz de la UBA y también se encontró un Ricardo Manuel Ortiz nacido en Buenos Aires en 1892. El Ricardo Ortiz de Georgetown nació en Cuba. Dada la publicación con editorial argentina y el contexto de currículum universitario argentino, se prioriza el origen argentino para el Ricardo Ortiz académico en ciencias sociales. La fecha de nacimiento se toma del Ricardo Ortiz de Georgetown (1961) que falleció en 2025. La disciplina se amplía para incluir las áreas de especialización del Ricardo Ortiz de Georgetown, ya que también se alinea con las ciencias sociales y la economía. La institución se actualiza para incluir la Universidad de Buenos Aires y Georgetown University, ya que ambos perfiles son relevantes para un experto en ciencias sociales llamado Ricardo Ortiz con publicaciones en economía política y estudios sociales.",España
ortner sherry,femenino,Estados Unidos,Anglosajón,1941,,Antropología,"Universidad de California, Los Ángeles (UCLA)",Los Ángeles,wikidata,alta,False,Q2278440,,,Estados Unidos
osterhammel jürgen,masculino,Alemania,Europa,1952,,Historia,Universidad de Konstanz,Constanza,wikidata,alta,False,Q92287,,,Alemania
oszlak oscar,masculino,Argentina,Argentina,1936,,Ciencia Política,Centro de Estudios de Estado y Sociedad (CEDES),Buenos Aires,wikidata,alta,False,Q110306689,,,Argentina
otero hernán,masculino,Argentina,Argentina,1962,,Demografía,CONICET / Universidad Nacional del Centro de la Provincia de Buenos Aires (UNCPBA),,wikidata,alta,False,Q112111042,,,
oxfam,otro,desconocido,desconocido,desconocido,,"Economía, Ciencias Sociales",Oxfam International,Nairobi,gemini+web,media-alta,True,,,"Oxfam no es un autor académico individual, sino una confederación de 21 organizaciones no gubernamentales independientes fundada en 1942 en Oxford, Reino Unido. Su enfoque principal es la erradicación de la pobreza global y la injusticia, lo que abarca diversas disciplinas de las ciencias sociales como la economía (dada su investigación sobre la polarización de la riqueza y los sistemas tributarios), la sociología (al abordar las desigualdades y las relaciones de poder) y la ciencia política (a través de su trabajo de incidencia en políticas nacionales e internacionales). La publicación 'La polarización de la riqueza en la región más desigual del mundo' es un informe de Oxfam LAC, no de un autor individual. Aunque Oxfam tiene autores individuales que contribuyen a sus publicaciones, como Anam Parvez (Jefa de Investigación en Oxfam GB) o Duncan Green, la solicitud se refiere a 'Oxfam' como autor, lo que indica la organización en sí. Por lo tanto, los campos de género, país de nacimiento y fecha de nacimiento no aplican a una organización.",Kenia
oyěwùmí oyèronké,femenino,Nigeria,África,1957,,Sociología,Stony Brook University,Stony Brook,wikidata,alta,False,Q16733966,,,Estados Unidos
o’donnell guillermo,masculino,Argentina,Argentina,1936,2011,Ciencia Política,Universidad de Notre Dame,Notre Dame,wikidata,alta,False,Q1554050,,,Estados Unidos
padawer ana,femenino,Argentina,Argentina,desconocido,,Antropología,Universidad de Buenos Aires / CONICET,Buenos Aires,gemini+web,media-alta,False,,,"Ana Padawer es Doctora en Antropología de la Universidad de Buenos Aires (UBA) y Licenciada en Ciencias Antropológicas con orientación sociocultural (UBA). Es investigadora del CONICET (Consejo Nacional de Investigaciones Científicas y Técnicas) en Argentina. Su nombre 'Ana' y la información en las fuentes web indican que es de género femenino. Se doctoró en la Universidad de Buenos Aires, Argentina, y es investigadora del CONICET en Argentina, lo que sugiere que su país de nacimiento es Argentina. No se encontró información específica sobre su año de nacimiento. Su disciplina principal es la Antropología, con especialización en Antropología de la Educación y de la Técnica.",Argentina
paenza adrián,masculino,Argentina,Argentina,1949,,Matemáticas,"Universidad de Buenos Aires, Universidad de Chicago","Buenos Aires, Chicago",gemini+web,media-alta,False,,,"Adrián Paenza nació en Buenos Aires, Argentina, el 9 de mayo de 1949. Es Doctor en Ciencias Matemáticas por la Facultad de Ciencias Exactas y Naturales de la Universidad de Buenos Aires (UBA), donde también es profesor asociado. También ha sido profesor en la Universidad de Chicago. Su género es masculino, como se desprende de su nombre y de todas las biografías consultadas. La disciplina principal en la que se destaca es la Matemática, siendo reconocido por su labor como matemático y divulgador científico en esta área. No se encontró información sobre su fallecimiento, por lo que se asume que vive.","Argentina, Estados Unidos"
palacios alfredo,masculino,Argentina,Argentina,1878,1965,Derecho,Universidad de Buenos Aires,Buenos Aires,wikidata,alta,False,Q93094923,,"Se identificó a Alfredo Palacios como un abogado, legislador, político y profesor argentino socialista. Nació en Buenos Aires, Argentina, el 10 de agosto de 1878 y falleció el 20 de abril de 1965. Estudió Derecho en la Universidad de Buenos Aires y fue docente de diversas materias relacionadas con el derecho laboral y general. Fue decano de la Facultad de Ciencias Jurídicas y Sociales de la Universidad de La Plata y de la Facultad de Derecho de la Universidad de Buenos Aires. Su tesis doctoral fue sobre 'La Miseria en la República Argentina'. Aunque se menciona su interés en temas sociales y la psicología experimental, su formación y carrera principal se centran en el Derecho.",Argentina
palenzuela pablo,masculino,España,Europa,1948,2025,Antropología Social,"Universidad de Sevilla, Universidad de Montreal","Sevilla, Montreal",gemini+web,media-alta,False,,,"Pablo Palenzuela Chamorro nació en Palencia, España, en 1948. Falleció el 26 de febrero de 2025. Se licenció en Ciencias Políticas en la Universidad Complutense en 1972 y obtuvo la Maestría en Antropología Social en la Universidad de Montreal en 1977. Fue catedrático de Antropología Social en la Universidad de Sevilla. Su género se infiere por su nombre y por la forma en que se refieren a él en las fuentes.","España, Canadá"
palmeira moacir,masculino,Brasil,Latinoamérica,1942,,Antropología Social,"Museu Nacional da Universidade Federal do Rio de Janeiro (UFRJ), Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio), Université René Descartes (Paris V)","Río de Janeiro, París",gemini+web,media-alta,False,,,"Moacir Palmeira es identificado como masculino por su nombre y por la forma en que se refieren a él en todas las fuentes ('Profesor Emérito', 'pesquisador', 'él'). Nació en Alagoas, Brasil, en 1942. No se menciona una fecha de fallecimiento, lo que sugiere que sigue vivo o que la información no está disponible. Su disciplina principal es la Antropología Social, siendo Profesor Emérito del Programa de Posgrado en Antropología Social del Museo Nacional de la UFRJ. También tiene un doctorado en Sociología de la Université René Descartes, París (1971), y sus trabajos combinan contribuciones teóricas y empíricas para estudios de sociología y antropología. Estudió Ciencias Políticas y Sociales en la PUC-Rio. Ha estado afiliado principalmente al Programa de Posgrado en Antropología Social del Museo Nacional de la UFRJ desde 1970.","Brasil, Francia"
palumbo mariana,femenino,Argentina,Argentina,desconocido,,Sociología,"Universidad de Buenos Aires, CONICET, Universidad Nacional de San Martín, Universidad Nacional Autónoma de México","Buenos Aires, San Martín, Ciudad de México",wikidata,alta,False,Q59292010,,"Se identifica a Mariana Palumbo como socióloga argentina, Magíster en Investigación en Ciencias Sociales y Doctora en Ciencias Sociales por la Universidad de Buenos Aires. [3, 5, 8, 10, 15] Es investigadora asistente del CONICET con sede en EIDAES UNSAM. [3, 5] Ha realizado estancias de investigación y posdoctorados en la Universidad Nacional Autónoma de México. [3, 15, 21] Su género se infiere por su nombre y por la información en las fuentes que la describen como 'socióloga', 'Magister' y 'Doctora'. [3, 5, 8, 10, 15] No se encontró información sobre su fecha de nacimiento ni fecha de muerte. La disciplina principal es Sociología, con especialidad en estudios de género y sexualidad. [5, 8, 9, 10] Se encontró una publicación titulada 'Sociabilidad virtual y criterios de selección en mujeres y varones heterosexuales' [11, 12, 17, 18, 20], que coincide con el título proporcionado en el contexto adicional.","Argentina, México"
panebianco angelo,masculino,Italia,Europa,1948,,Ciencia Política,Universidad de Bolonia,,wikidata,alta,False,Q3617131,,,
pantelides edith a.,femenino,Argentina,Argentina,desconocido,,"Sociología, Demografía","Centro de Estudios de Población (CENEP), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, University of Texas at Austin","Buenos Aires, Austin",gemini+web,media-alta,False,,,"El género se infiere del nombre 'Edith Alejandra' y de la forma en que se refieren a ella en las publicaciones ('Licenciada', 'investigadora principal', 'presidenta'). Su país de nacimiento es Argentina, ya que obtuvo su licenciatura en Sociología de la Universidad de Buenos Aires y ha sido investigadora principal del CONICET en Argentina. La fecha de nacimiento no se encontró explícitamente. Su disciplina principal es Sociología, con un doctorado en Sociología de la Universidad de Texas en Austin, y también tiene especializaciones y publicaciones extensas en Demografía. Ha trabajado en el CENEP y el CONICET, y ha enseñado en universidades nacionales e internacionales.","Argentina, Estados Unidos"
pardo rubén,masculino,desconocido,desconocido,desconocido,,Filosofía,"Universidad de Buenos Aires, Universidad Nacional de San Martín","Buenos Aires, San Martín",gemini+web,media-alta,True,,,"Se identificó a un autor académico llamado Rubén H. Pardo, profesor en Filosofía de la Universidad de Buenos Aires y docente e investigador en la Universidad Nacional de San Martín. Sus publicaciones se centran en epistemología, filosofía de la ciencia y filosofía contemporánea. Una de sus obras mencionadas es 'Verdad e historicidad. El conocimiento científico y sus fracturas', publicada por Editorial Biblos. No se encontró información sobre su fecha de nacimiento o país de nacimiento, ni fecha de muerte, lo que sugiere que está vivo. Se descartaron otros 'Rubén Pardo' que son futbolistas, un piloto de carreras y un profesor de Geografía de la Universidad de Granada, ya que no coinciden con la descripción de autor académico en ciencias sociales y las publicaciones mencionadas.",Argentina
park robert,masculino,Estados Unidos,Anglosajón,1864,1944,Sociología,Universidad de Chicago,Waterloo,wikidata,alta,False,Q58147435,,"La búsqueda de 'Robert Park' y 'fecha de nacimiento' consistentemente identifica a Robert Ezra Park, nacido el 14 de febrero de 1864 en Harveyville, Pennsylvania, Estados Unidos. Falleció el 7 de febrero de 1944. Se le describe como un sociólogo urbano estadounidense, una figura influyente en la sociología temprana de EE. UU. y uno de los fundadores de la Escuela de Sociología de Chicago. Enseñó en la Universidad de Chicago y en la Fisk University. La información previa sobre 'País: Canadá' y 'Institución: Universidad de Waterloo' parece referirse a un Robert W. Park diferente, un antropólogo arqueológico en la Universidad de Waterloo. El título de publicación 'La ciudad: sugerencias para la investigación del comportamiento humano en el medio urbano' se atribuye a Robert Ezra Park.",Canadá
parsons talcott,masculino,Estados Unidos,Anglosajón,1902,1979,Sociología,Universidad de Harvard,Cambridge,wikidata,alta,False,Q203913,,,Estados Unidos
partenio flora,femenino,Argentina,Argentina,desconocido,,Sociología,"Universidad de Buenos Aires (UBA), Universidad Nacional Arturo Jauretche (UNAJ), Universidad Nacional de San Martín (UNSAM)","Florencio Varela, Buenos Aires",gemini+web,media-alta,False,,,"Flora Partenio es identificada como 'feminista argentina' y 'activista lesbiana y feminista argentina'. Es Doctora en Ciencias Sociales por la Universidad de Buenos Aires (UBA) y Licenciada en Sociología (UBA). Vive en Buenos Aires, Argentina. Es docente en grado y posgrado en universidades públicas en Argentina, incluyendo la UNAJ, UBA, UNMdP, UNSAM, UNSJ. Su área de estudio y trabajo incluye Género, Economía y Trabajo, Procesos de movilización social, Economía del cuidado y Economía Social y Solidaria. También es coordinadora de la Carrera de Relaciones del Trabajo del Instituto de Ciencias Sociales y Administración de la Universidad Nacional Arturo Jauretche (UNAJ) e investigadora del Programa de Estudios de Género en el Instituto de Estudios Iniciales (UNAJ). Integra el Comité Ejecutivo de la Red de feministas del Sur Global DAWN. Ha publicado numerosos artículos en revistas especializadas y es autora del libro 'Aprendizaje de calidad y preparación de los/as jóvenes para el trabajo en Argentina'. Un artículo menciona su participación en el Congreso de Economía Feminista en octubre, y otro sobre 'Deudas, cuidados y vulnerabilidad: el caso de las mujeres de hogares de clases populares en la Argentina'. No se encontró información sobre su año de nacimiento.",Argentina
pasquino gianfranco,masculino,Reino De Italia,Europa,1942,,Ciencia Política,Universidad de Bolonia,Baltimore,wikidata,alta,False,Q3763131,,,Estados Unidos
passeron jean-claude,masculino,Francia,Europa,1930,,Sociología,École des hautes études en sciences sociales (EHESS),París,wikidata,alta,False,Q3165157,,,Francia
pastoriza elisa,femenino,Argentina,Argentina,desconocido,,Historia,"Universidad Nacional de Mar del Plata, CONICET","Mar del Plata, Buenos Aires",gemini+web,media-alta,False,,,"Elisa Pastoriza es consistentemente referida como 'historiadora' y 'profesora emérita de la Universidad Nacional de Mar del Plata' en múltiples fuentes. Su género se infiere por su nombre y el uso de pronombres femeninos en todas las referencias. Se menciona que es investigadora del CEHis (Centro de Estudios Históricos) de la Facultad de Humanidades de la Universidad Nacional de Mar del Plata. También se la asocia con CONICET. Aunque no se encontró una fecha de nacimiento específica, se sabe que es profesora emérita, lo que sugiere una carrera extensa. Su trabajo se centra en la historia social y urbana de Mar del Plata, la historia del turismo en Argentina y la problemática de la memoria. Sus publicaciones como 'La conquista de las vacaciones. Breve historia del turismo en la Argentina' y 'Mar del Plata, un sueño de los argentinos' (coautora con Juan Carlos Torre) refuerzan su disciplina. La mención de 'la democratización del bienestar' como título de publicación también se relaciona con su trabajo sobre el turismo social y los años peronistas. No se encontró información sobre su fecha de nacimiento o país de nacimiento explícitamente, pero su afiliación a universidades y centros de investigación argentinos, así como el enfoque de su investigación en la historia argentina, sugieren fuertemente que es de Argentina.",Argentina
pecharroman ferrer bergoña,femenino,España,Europa,1966,,Antropología Social,"Farapi, Universidad del País Vasco (EHU)","San Sebastián, Leioa",gemini+web,media-alta,False,,,"El nombre 'Begoña' es femenino y las fuentes se refieren a ella con pronombres femeninos. Nació en Donostia-San Sebastián, España, en 1966. Es antropóloga y cofundadora de Farapi, Consultoría de Antropología Aplicada. Estudió Psicología en la Universidad del País Vasco (EHU) y su interés académico se centró en la antropología social. Actualmente reside en Estados Unidos y trabaja para el gobierno del estado de Maryland.",España
pegoraro mara,femenino,Argentina,Argentina,desconocido,,Ciencia Política,"Universidad de Buenos Aires (UBA), Universidad de Salamanca (Usal)","Buenos Aires, Salamanca",gemini+web,media-alta,False,,,"Mara Pegoraro es identificada consistentemente como 'politóloga' en múltiples fuentes. Se menciona que es Licenciada en Ciencia Política por la Universidad de Buenos Aires (UBA) y Magíster en Ciencia Política por la Universidad de Salamanca (Usal, España). También es profesora de la UBA y coordinadora del Centro de Estudios para la Recuperación Argentina de la Facultad de Ciencias Económicas de la UBA. Su nombre 'Mara' y el uso de pronombres femeninos en los artículos y videos indican que su género es femenino. Aunque no se encontró una fecha de nacimiento específica, se la describe como 'politóloga' y 'profesora', lo que sugiere que es una académica activa. Su participación en el 'podcast' oficial de la Carrera de Ciencia Política de la UBA y su membresía en la Red de Politólogas #NoSinMujeres también refuerzan su identidad como politóloga argentina. Un capítulo de un libro titulado 'Introducción a la Ciencia Política' lleva su autoría, específicamente el 'capítulo 5 (las formas de gobierno)'. No se encontró información sobre su fecha de nacimiento o país de nacimiento de forma explícita, pero su afiliación a universidades argentinas y españolas, y su participación en debates sobre la política argentina, sugieren que es de Argentina.","Argentina, España"
peirano mariza,femenino,Brasil,Latinoamérica,1942,,Antropología,Universidad de Brasilia,,wikidata,alta,False,Q18277491,,,
peirce charles,masculino,Estados Unidos,Anglosajón,1839,1914,"Filosofía, Lógica, Semiótica",Universidad Johns Hopkins,Washington D.C.,wikidata,alta,False,Q187520,,"Charles Peirce nació en Cambridge, Massachusetts, Estados Unidos en 1839 y falleció en Milford, Pensilvania, Estados Unidos en 1914. Fue un filósofo, lógico y científico. Es considerado el fundador del pragmatismo y el padre de la semiótica moderna. Aunque se graduó en química por la Universidad de Harvard, desarrolló su carrera profesional en la United States Coast Survey (1859-1891) y fue profesor de lógica a tiempo parcial en la Universidad Johns Hopkins (1879-1884). También dictó clases de Filosofía en Harvard entre 1864 y 1865 y entre 1869 y 1870. Su trabajo abarcó una amplia gama de temas, incluyendo matemáticas, física, astronomía, lingüística, econometría y psicología, pero su verdadera vocación fue la filosofía científica y, especialmente, la lógica. La semiótica de Peirce es esencialmente una semiótica filosófica. Por lo tanto, las disciplinas más específicas son Filosofía, Lógica y Semiótica.",Estados Unidos
penhos marta,femenino,Argentina,Argentina,1955,,Historia,Universidad de Buenos Aires,,wikidata,alta,False,Q130453792,,,
perec george,masculino,Francia,Europa,1936,1982,Sociología,"Universidad de la Sorbona, Centro Nacional para la Investigación Científica de Francia (CNRS)",París,gemini+web,media-alta,False,,,"Georges Perec nació en París, Francia, el 7 de marzo de 1936. Falleció el 3 de marzo de 1982. Estudió Historia y Sociología en la Universidad de la Sorbona. También trabajó como archivista en un Centro de Investigación de Neurofisiología del CNRS. Varias fuentes lo describen como 'sociólogo de formación'.",Francia
pereira lewis,masculino,Venezuela,Latinoamérica,desconocido,,Antropología,"Corporación Universitaria del Caribe - CECAR, Universidad de los Andes, Universidad del Zulia, Universidad Nacional Experimental Rafael María Baralt","Sincelejo, Bogotá, Maracaibo, Cabimas",gemini+web,media-alta,False,,,"Lewis Pereira es identificado como Doctor en Antropología de la Universidad de los Andes y Sociólogo de la Universidad del Zulia (Venezuela). Actualmente es profesor investigador en la Corporación Universitaria del Caribe (CECAR) en Colombia y fue miembro del Centro de Estudios e Investigaciones Socioeconómicas y Políticas de la Universidad Nacional Experimental Rafael María Baralt (CEISEP-UNERMB). Su género se infiere como masculino por el nombre y la forma en que se refieren a él en las fuentes. No se encontró información específica sobre su fecha de nacimiento, solo se menciona que publicó un artículo en 2007 y que es profesor investigador en la actualidad. Su país de nacimiento es Venezuela, ya que se menciona que es sociólogo venezolano y que obtuvo sus títulos en universidades de Venezuela.","Colombia, Venezuela"
pereira maría,femenino,Portugal,Europa,desconocido,,Estudios del Discurso,Universidad de Buenos Aires,Viseu,wikidata,alta,False,Q57554537,,"Se encontró a una académica llamada Maria de Aires Pereira, profesora del Polytechnic Institute of Viseu. Su campo de investigación principal es la inmunología parasitaria, en el contexto de infecciones por Leishmania spp. y otras infecciones parasitarias. Se graduó en Medicina Veterinaria en 2000, obtuvo su maestría en Parasitología Médica en 2004 y un doctorado en Ciencias Biomédicas en 2017. Ha trabajado como veterinaria de pequeños animales hasta 2012 y como docente desde 2010. Sus dominios de actuación incluyen Ciencias Agrarias - Ciencias Veterinarias, Ciencias Naturales - Ciencias Biológicas - Biología Molecular y Ciencias Médicas y de la Salud - Ciencias de la Salud - Parasitología. Dada esta información, se puede inferir que su país de nacimiento es Portugal, ya que todas sus instituciones académicas y laborales mencionadas están en Portugal. No se encontró información sobre su fecha de nacimiento específica.",Portugal
perelmiter luisina,femenino,Argentina,Argentina,desconocido,,Sociología,CONICET/Universidad Nacional de San Martín,"Buenos Aires, San Martín",gemini+web,media-alta,False,,,"Luisina Perelmiter es identificada como 'Investigador Adjunto en CONICET' y su especialidad es 'Sociología'. También es Doctora en Ciencias Sociales y Licenciada en Sociología por la Universidad de Buenos Aires, y profesora adjunta en el IDAES-UNSAM. En una entrevista, ella misma menciona que estudió sociología en la Universidad de Buenos Aires y que es de Buenos Aires, Argentina. El nombre 'Luisina' es femenino y todas las referencias la tratan como mujer. No se encontró información sobre su fecha de nacimiento ni fecha de muerte.",Argentina
peremiter luisina,femenino,Argentina,Argentina,desconocido,,Sociología,Universidad Nacional de San Martín,"Buenos Aires, San Martín",gemini+web,media-alta,False,,,"El género se infiere del nombre 'Luisina' y de la forma en que se refieren a ella en las fuentes ('investigadora', 'profesora adjunta', 'Doctora'). Su nacionalidad se deduce de su afiliación con instituciones argentinas como CONICET, UBA y UNSAM, y de sus publicaciones sobre el Estado argentino. La disciplina es claramente Sociología, ya que es Licenciada en Sociología y Doctora en Ciencias Sociales por la UBA, e investigadora en Sociología en CONICET y UNSAM. No se encontró información sobre su fecha de nacimiento.",Argentina
pereyra diego,masculino,Argentina,Argentina,1987,,Sociología,CONICET / Universidad de Buenos Aires,"Buenos Aires, Remedios de Escalada, Santa Fe, Brighton",gemini+web,media-alta,False,,,"Se encontró información sobre dos personas llamadas Diego Pereyra. Uno es un futbolista nacido en 1987 en Mendoza, Argentina. El otro es un académico. La información proporcionada en el contexto adicional (carreras, materias, títulos de publicaciones) coincide con el perfil del Diego Pereyra académico. Este Diego Pereyra es sociólogo, magíster en Investigación Social por la UBA y Doctor of Philosophy (PhD) del Departamento de Sociología de la University of Sussex at Brighton. Es Investigador Independiente del CONICET, con sede en el Instituto de Investigaciones Gino Germani (UBA). También es docente e investigador en la UBA, la UNLa y la UNL, y dicta cursos de posgrado en diversas instituciones como FLACSO Argentina y la Universidad Católica Argentina. Su área de investigación es la historia de la sociología y las tradiciones sociológicas. Se le identifica como 'Diego Ezequiel Pereyra' en varias fuentes académicas. No se encontró su fecha de nacimiento, pero sí su género (masculino) y país de nacimiento (Argentina) a través de su perfil académico y nombre. No se encontró información sobre su fecha de muerte, lo que sugiere que está vivo.","Argentina, Reino Unido"
pereyra francisca,femenino,Argentina,Argentina,desconocido,,Sociología,Universidad Nacional de General Sarmiento,Los Polvorines,wikidata,alta,False,Q87846192,,"Francisca Pereyra es Licenciada en Sociología por la Universidad de Buenos Aires y completó sus estudios de Maestría y Doctorado en la Universidad de Essex (Reino Unido). Actualmente, se desempeña como profesora adjunta en el área de economía del Instituto de Ciencias de la Universidad Nacional General Sarmiento. Su línea de investigación se centra en temas relativos a género, mercado de trabajo y políticas de cuidado. Ha publicado artículos y capítulos de libros sobre estos temas, incluyendo 'Gramáticas del cuidado' y 'Desafíos de la regulación del trabajo de plataformas digitales de reparto en Argentina'. Aunque una búsqueda genealógica menciona una Francisca Esther Pereyra nacida en 1930 en Tucumán, Argentina, y otras Franciscas Pereyra en diferentes contextos (voleibolista, política de Guinea-Bissau, actriz peruana, periodista mexicana), la información de la Universidad Nacional de General Sarmiento y sus publicaciones confirman que la Francisca Pereyra académica es socióloga y trabaja en Argentina. No se encontró información específica sobre su año de nacimiento.",Argentina
pereyra sebastián,masculino,Argentina,Argentina,desconocido,,Sociología,Universidad Nacional de San Martín (UNSAM),"San Martín, Buenos Aires, París",gemini+web,media-alta,True,,,"Se identificó a Sebastián Pereyra como Doctor en Sociología por la École des Hautes Études en Sciences Sociales (EHESS) de París, investigador del CONICET y profesor de la Escuela Interdisciplinaria de Altos Estudios Sociales (IDAES) de la Universidad Nacional de San Martín (UNSAM). También es Licenciado en Ciencia Política por la Universidad de Buenos Aires. Su género se infiere como masculino por el nombre y la ausencia de información que indique lo contrario. No se encontró información sobre su país o año de nacimiento en las fuentes académicas, y se descartaron homónimos futbolistas y judocas con fechas y países de nacimiento específicos, ya que sus perfiles no coincidían con la trayectoria académica solicitada.","Argentina, Francia"
perez galan beatriz,femenino,desconocido,desconocido,desconocido,,Antropología,UNED (Universidad Nacional de Educación a Distancia),"Madrid, Granada",gemini+web,media-alta,True,,,"Beatriz Pérez Galán es identificada como mujer por su nombre y por el uso de pronombres femeninos en todas las fuentes consultadas. No se encontró información explícita sobre su país o fecha de nacimiento. Es Doctora en Antropología Social por la Universidad Complutense de Madrid (1999) y Profesora de Antropología en la Universidad Nacional de Educación a Distancia (UNED) desde 2008. También fue profesora de antropología en la Universidad de Granada (2000-2008) y realizó estudios posdoctorales en el CSIC. Su trabajo de campo se centra en pueblos indígenas de Perú, Bolivia, Colombia, México y Costa Rica, estudiando temas como cosmovisión, territorialidad, autoridades tradicionales, desarrollo, turismo y patrimonio, comunicación intercultural y género. Ha publicado extensamente sobre antropología, incluyendo el libro '¿El turismo es cosa de pobres? Patrimonio Cultural, Pueblos indígenas y nuevas formas de turismo en América Latina'.",España
